segment-id,20180827,20180828,20180829,20180830,20180831,20180901,20180902,20180903,20180904,20180905,20180906,20180907,20180908,20180909,20180910,20180911,20180912,20180913,20180914,20180915,20180917,20180918,20180919,20180920,20180921,20180922,20180923,20180924,20180925,20180926,20180927,20180929,20180930,20181001,20181002,20181003,20181004,20181005,20181006,20181007,20181008,20181010,20181011,20181012,20181013,20181015,20181017,20181018,20181019,20181020,20181021,20181022,20181023,20181024,20181027,20181028,20181029,20181030,20181101,20181102,20181103,20181104,20181105,20181106,20181107,20181108,20181109,20181110,20181111,20181113,20181114,20181115,20181116,20181117,20181118,20181119,20181120,20181121,20181123,20181124,20181127,20181128,20181129,20181202,20181203,20181204,20181205,20181206,20181207,20181208,20181209,20181210,20181211,20181212,20181213,20181214,20181215,20181216,20181217,20181218,20181219,20181220,20181221,20181224,20181225,20181226,20181227,20181229,20181231,20190101,20190102,20190103,20190105,20190106,20190107,20190109,20190111,20190112,20190114,20190115,20190117,20190119,20190120,20190121,20190122,20190125,20190126,20190128,20190130,20190201,20190202,20190203,20190204,20190205,20190206,20190207,20190208,20190210,20190211,20190212,20190213,20190214,20190215,20190216,20190217,20190218,20190219,20190220,20190221,20190222,20190223,20190225,20190226,20190227,20190228,20190301,20190303,20190304,20190305,20190306,20190307,20190308,20190310,20190311,20190312,20190313,20190314,20190315,20190316,20190317,20190318,20190319,20190320,20190321,20190323,20190324,20190325,20190326,20190327,20190328,20190329,20190330,20190331,20190401,20190402,20190403,20190404,20190405,20190406,20190407,20190408,20190411,20190412,20190414,20190415,20190416,20190417,20190418,20190419,20190422,20190425,20190426,20190427,20190429,20190430,20190501,20190502,20190503,20190504,20190505,20190506,20190507,20190508,20190509,20190510,20190511,20190512,20190513,20190514,20190515,20190517,20190518,20190520,20190521,20190522,20190523,20190524,20190525,20190526,20190527,20190529,20190530,20190531,20190601,20190602,20190603,20190604,20190605,20190606,20190607,20190608,20190609,20190610,20190611,20190612,20190613,20190614,20190615,20190616,20190617,20190619,20190620,20190621,20190622,20190623,20190624,20190625,20190626,20190627,20190628,20190629,20190630,20190701,20190702,20190703,20190704,20190705,20190706,20190708,20190709,20190710,20190712,20190714,20190715,20190716,20190717,20190718,20190720,20190721,20190722,20190725,20190726,20190728,20190729,20190730,20190801,20190802,20190803,20190804,20190805,20190806,20190807,20190808,20190809,20190810,20190811,20190812,20190813,20190814,20190817,20190818,20190819,20190820,20190821,20190822,20190823,20190825,20190826,20190827,20190828,20190829,20190831,20190901,20190902,20190903,20190904,20190905,20190906,20190907,20190908,20190909,20190910,20190911,20190912,20190913,20190914,20190915,20190916,20190917,20190918,20190920,20190921,20190922,20190923,20190924,20190927,20190928,20190929,20191001,20191002,20191004,20191005,20191006,20191007,20191008,20191009,20191010,20191011,20191012,20191013,20191014,20200215,20200216,20200217,20200218,20200219,20200220,20200221,20200223,20200224,20200226,20200227,20200228,20200301,20200302,20200303,20200304,20200305,20200307,20200308,20200309,20200311,20200312,20200314,20200317,20200318,20200319,20200320,20200321,20200323,20200325,20200327,20200328,20200330,20200331,20200401,20200402,20200403,20200404,20200405,20200407,20200408,20200411,20200412,20200413,20200414,20200415,20200417,20200419,20200420,20200422,20200423,20200426,20200428,20200429,20200430,20200501,20200502,20200503,20200504,20200505,20200506,20200507,20200508,20200509,20200511,20200512,20200513,20200515,20200518,20200519,20200520,20200521,20200523,20200524,20200526,20200527,20200528
1552278,,,,,,,,,7,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,1,7,3,0,2,1,7,7,2,6,5,1,3,1,4,3,5,4,0,0,5,2,0,9,3,6,3,2,2,0,6,6,1,4,0,1,2,6,2,2,0,0,2,2,11,0,1,1,0,3,5,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,7,0,2,0,0,1,1,1,0,0,0,0,2,3,0,0,0,0,2,0,0,8,8,8,0,6,1,4,1,2,0,0,13,1,1,1,0,,0,1,4,11,0,0,0,2,0,1,1,0,1,,0,3,5,3,1,0,5,1,9,3,1,2,7,1,5,0,1,0,0,0,2,3,0,3,0,0,0,6,0,3,0,1,5,10,3,1,1,3,1,12,7,1,4,1,3,1,4,11,5,6,1,7,1,4,2,4,3,8,4,4,1,2,1,5,1,2,2,4,7,3,0,7,3,4,8,3,9,4,2,7,3,2,4,14,0,3,6,3,0,5,2,9,7,3,0,3,9,1,3,8,1,2,0,13,1,3,5,1,1,5,7,9,5,2,2,4,4,3,4,6,1,7,6,9,3,3,5,0,1,2,2,2,4,3,4,4,5,1,1,2,7,3,1,7,0,2,10,8,3,1,6,1,7,6,0,3,0,2,2,1,3,1,11,4,2,3,3,0,11,7,8,1,3,1,11,0,0,7,0,1,1,1,2,7,10,2,5,7,6,14,1,0,1,0,3,2,0,1,0,7,2,0,2,0,2,0,1,3,1,3,0,0,0,0,2,0,2,0,0,0,1,3,0,0,0,0,2,6,1,0,1,1,0,0,1,4,5,1,1,2,2,4,3,2,3,2,4,8,2,7,6,7,0,4,5,3,6,6,6,5,10,0,4,1,1,10,7,5,3,7,4,6,8,0,8,6,10,3,8,1468,1470,1477,1479,1481,1483,1484
1444413,,,,,,,,,4,0,0,0,0,0,0,0,0,0,0,0,4,9,1,5,0,4,1,0,0,1,4,2,1,2,3,4,2,3,6,8,2,6,4,0,6,0,6,3,3,3,6,1,3,4,4,14,4,1,0,2,8,12,0,3,0,3,1,1,6,0,1,1,0,3,3,2,0,0,0,1,0,0,0,1,0,1,0,0,0,1,2,1,0,0,1,0,2,0,1,1,0,0,2,1,0,4,1,2,1,1,1,0,6,24,1,5,2,7,0,3,2,1,4,1,0,1,3,0,0,1,1,13,0,0,0,6,0,1,0,0,1,,2,2,3,1,5,0,1,1,1,3,1,5,1,0,1,0,0,1,3,0,4,0,0,0,0,0,1,1,1,0,2,2,1,12,3,1,0,8,2,6,11,3,0,0,1,2,13,2,1,5,2,5,1,1,1,7,7,4,1,1,5,1,2,0,1,4,5,7,13,4,1,3,4,6,8,4,4,4,2,4,2,5,5,2,1,1,9,8,1,9,0,3,12,1,3,4,2,0,0,4,0,2,0,8,3,2,4,1,0,3,4,3,9,1,3,4,4,1,0,11,0,9,2,13,1,4,5,0,3,2,11,0,4,3,6,2,9,1,0,0,7,2,0,4,2,10,11,8,2,2,2,0,4,5,0,0,0,0,3,1,3,1,2,1,2,2,1,3,2,7,9,2,3,0,2,0,0,9,0,5,3,11,0,5,8,1,3,4,2,6,3,0,0,0,4,4,0,0,2,2,2,0,0,0,4,0,0,2,1,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,3,0,1,1,1,3,3,2,1,6,3,3,4,6,5,3,3,3,2,6,4,3,2,5,3,2,2,1,2,9,2,5,2,8,0,0,0,2,5,0,1,2,2,0,3,6,2,1,6,7,3,6,1524,1525,1528,1531,1535,1536,1536
1329459,,,,,,,,,7,0,0,0,0,0,0,0,0,0,0,0,8,3,3,5,5,21,1,4,7,6,3,4,9,1,4,2,15,2,3,5,9,4,3,3,1,4,3,14,3,7,6,3,3,5,5,5,2,2,3,4,5,7,2,3,1,5,3,3,0,5,2,3,3,1,2,1,5,3,5,1,3,4,3,0,2,4,2,2,1,3,1,3,1,2,1,0,1,3,2,1,1,1,1,5,0,0,1,0,0,4,1,1,2,6,1,1,1,7,1,4,2,1,10,4,3,3,4,,2,0,5,3,1,1,0,5,2,2,5,2,0,,1,2,10,4,2,6,5,4,2,6,4,2,4,3,1,3,1,2,3,5,6,1,2,3,3,3,1,8,2,3,3,4,3,10,3,3,4,5,3,6,5,1,1,3,2,2,8,6,7,11,3,4,4,10,6,5,5,13,3,3,2,6,6,5,5,5,3,2,13,3,2,3,4,5,6,5,13,2,4,4,3,4,4,4,3,5,12,4,3,7,3,7,13,4,2,7,9,1,3,5,1,3,2,1,4,2,9,3,3,6,3,3,9,0,4,2,4,3,5,6,5,4,2,17,7,3,5,0,6,3,10,5,6,5,1,2,14,2,10,3,6,3,3,10,4,6,7,4,4,5,5,2,3,3,1,2,0,0,4,1,4,5,4,0,9,5,6,1,5,8,11,2,4,5,6,7,24,9,2,6,1,1,1,6,4,4,7,3,5,11,3,1,1,2,4,3,2,3,2,11,3,1,4,1,7,1,1,6,1,2,0,2,5,1,6,0,2,0,6,2,1,4,5,7,5,2,14,4,3,3,5,0,4,2,2,5,5,7,1,6,5,7,6,2,2,1,3,12,5,3,2,6,3,6,9,2,13,6,7,10,10,1,2,2,1,15,9,2,1,7,8,11,15,2,9,3,5,4,4,2212,2212,2215,2223,2234,2235,2235
1087375,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,1,9,3,7,0,6,1,0,0,4,3,7,15,1,0,0,13,1,5,10,0,1,3,2,3,0,2,15,2,1,3,0,1,2,2,9,1,0,0,0,2,8,0,0,0,1,1,0,9,0,0,0,0,6,10,0,0,0,0,1,0,0,0,3,0,0,0,0,0,1,5,1,1,1,4,0,2,1,0,0,0,0,0,1,0,2,1,7,1,6,1,0,1,13,3,2,1,3,0,2,1,0,0,0,0,1,0,0,0,1,1,7,0,0,0,1,0,1,0,1,0,,0,2,3,3,0,1,2,0,0,1,0,1,2,0,0,0,0,0,2,3,2,2,0,0,0,0,2,3,1,0,1,2,1,10,1,3,1,11,1,4,6,1,0,0,7,2,4,5,4,8,0,1,4,1,0,10,3,7,7,0,2,3,3,4,8,1,4,2,8,4,1,7,1,2,10,2,5,0,1,2,0,4,2,20,0,4,1,12,1,7,0,6,12,1,0,1,4,0,2,1,0,0,0,11,3,3,1,2,1,12,2,6,11,1,0,1,17,4,0,10,0,9,0,1,0,3,2,2,3,0,4,0,0,1,10,1,10,1,5,2,1,1,2,4,0,4,11,7,2,4,2,0,3,8,0,0,0,0,4,0,2,0,4,1,5,2,0,1,1,5,5,0,1,3,11,0,6,6,0,5,3,2,4,7,4,0,7,5,2,12,4,0,1,0,2,2,3,0,0,2,1,0,2,0,0,0,0,2,0,1,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,1,1,3,0,0,0,1,0,0,1,3,3,2,2,2,3,4,1,1,0,2,3,4,3,1,1,4,2,2,0,0,4,2,2,5,6,0,0,1,1,5,6,1,1,0,2,1,4,1,6,4,4,6,1,974,975,977,978,978,980,980
17077459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,2,2,0,1,0,1,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,73,73,73,73,73,73
1141197,,,,,,,,,2,0,0,0,0,0,0,0,0,0,0,0,1,3,1,10,2,7,1,0,3,0,11,7,13,1,2,2,4,4,4,1,0,3,2,3,9,0,0,4,0,5,7,2,3,1,4,6,2,1,0,2,4,1,1,0,0,2,1,1,3,0,1,0,1,2,4,0,0,1,1,1,0,0,0,3,0,0,0,0,0,0,5,0,2,1,0,1,1,3,1,0,0,0,1,0,0,2,5,1,2,0,1,1,6,18,0,5,2,7,0,2,0,0,8,0,0,0,1,,2,1,3,11,0,1,0,0,0,0,0,1,0,,0,1,6,1,0,1,2,3,3,2,3,3,3,0,6,1,0,0,0,0,1,0,0,4,0,0,0,5,0,0,3,0,3,5,2,1,3,4,1,8,11,6,3,1,6,2,12,8,0,8,2,6,2,10,0,2,7,14,4,3,5,1,4,0,9,5,7,6,14,3,1,7,5,4,14,2,3,2,3,6,2,6,5,17,2,1,11,4,0,10,4,4,9,0,0,2,4,0,2,3,0,1,0,1,1,4,2,3,1,12,2,7,13,2,1,2,8,7,4,1,1,5,3,4,3,6,1,1,8,3,5,1,8,2,8,1,6,3,6,2,8,1,1,9,1,9,26,7,4,9,14,2,265,10,0,4,1,1,3,3,1,7,4,3,7,1,2,3,4,5,5,0,1,0,3,3,9,5,0,3,0,1,0,9,4,0,3,4,3,14,5,1,0,0,3,1,2,1,0,9,7,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,2,0,0,0,0,1,1,0,1,0,2,5,3,7,6,1,5,3,2,2,9,5,6,4,2,7,0,0,4,0,6,3,5,5,5,2,0,0,0,5,5,2,3,6,5,4,6,2,5,6,6,6,6,1996,1998,2001,2003,2006,2008,2010
1900485,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,1,0,1,0,1,0,0,2,0,0,1,1,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,2,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,2,2,7,0,1,0,0,2,0,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,2,1,0,0,1,0,0,1,3,0,0,0,1,0,0,2,2,0,0,5,0,2,0,4,0,0,0,3,3,0,2,6,2,0,10,1,5,11,2,7,5,17,5,269,5,0,3,0,0,1,0,0,5,1,0,0,1,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,1,1,1,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1321,1321,1322,1322,1323,1323,1323
998208,,,,,,,,,11,0,0,0,0,0,0,0,0,0,0,0,2,9,3,1,1,6,2,0,1,2,9,1,2,2,7,4,16,5,4,7,0,6,5,4,1,1,0,5,5,4,2,2,1,2,1,5,1,1,0,1,9,8,0,3,0,4,1,5,3,0,0,0,0,1,1,0,1,0,0,0,0,1,0,4,0,0,0,2,1,0,4,0,0,1,0,1,2,4,0,0,1,0,0,0,0,1,3,6,3,6,1,1,5,5,2,0,2,1,2,1,3,0,11,0,3,1,0,,1,1,3,11,0,0,0,1,0,0,0,0,0,,1,0,4,2,5,1,3,4,2,5,2,0,3,2,8,1,0,0,1,1,4,4,0,3,0,0,1,5,1,3,2,2,9,8,1,4,2,7,1,11,4,1,1,3,2,1,1,3,6,1,3,3,0,2,0,3,3,5,2,3,2,2,3,2,1,3,2,6,8,4,0,2,4,3,9,3,6,2,0,1,2,1,1,4,1,2,2,7,0,5,3,4,3,3,0,0,7,0,0,1,0,1,0,11,3,1,4,3,1,4,3,4,4,1,5,3,4,3,1,13,0,5,4,1,0,5,4,2,0,1,5,3,4,0,1,1,9,3,4,0,4,1,2,4,1,2,5,7,2,2,5,0,2,3,0,0,0,0,4,0,1,0,8,4,2,5,2,1,8,1,6,0,1,1,2,1,0,3,0,4,4,10,0,6,8,0,3,8,3,5,1,0,0,0,1,2,0,1,0,6,3,0,1,0,1,0,0,3,0,10,0,0,1,1,2,0,0,0,0,0,0,4,0,1,0,1,4,6,0,1,2,2,2,1,0,2,5,1,3,4,1,2,0,3,3,1,6,6,5,2,8,4,2,3,6,2,5,1,2,5,8,1,1,2,2,6,6,5,5,2,2,6,6,2,3,5,6,2,6,1683,1685,1690,1692,1694,1694,1694
1340567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,2,1,1,0,0,0,0,0,1,1,2,0,1,1,0,0,1,0,0,0,0,0,0,150,150,150,150,150,150,150
6838005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,2,1,0,1,0,0,1,0,0,1,1,0,0,0,0,2,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,133,133,133,133,133,133,133
2413551,,,,,,,,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6,0,0,0,0,2,2,0,0,0,0,0,0,0,0,,2,0,0,2,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,1,0,1,2,0,0,0,1,0,0,0,0,0,1,1,0,6,0,2,2,1,1,2,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,1,1,3,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,1,0,2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,1,2,1187,1187,1188,1188,1188,1188,1188
1339119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,2,1,3,2,1,0,1,1,0,3,0,3,1,3,1,1,0,0,2,0,0,0,2,0,0,0,1,3,4,0,1,0,2,2,2,0,1,1,2,1,1,374,374,375,375,376,378,378
